"year","town","cnt_sales","avg_sale_price","sale_price_q1","median_sale_price","sale_price_q3","avg_sales_ratio","sales_ratio_q1","median_sales_ratio","sales_ratio_q3","avg_assessed_value","assessed_value_q1","median_assessed_value","assessed_value_q3"
"2003","Milford","1229","257481.02685109846","162000.0000000000","233000.0000000000","319900.0000000000","0.5920494574524008","0.3968181820","0.4425000000","0.5067140950","120109.03173311635","79730.0000000000","105910.0000000000","141330.0000000000"
"2003","Monroe","302","361951.7417218543","260000.0000000000","340000.0000000000","448000.0000000000","0.5372578470198675","0.4094949640","0.4460833335","0.4888032895","163241.7880794702","118912.5000000000","153580.0000000000","201285.0000000000"
"2003","Montville","521","157011.9980806142","82900.0000000000","160000.0000000000","205000.0000000000","0.5894580863646834","0.4382080920","0.5066666670","0.5660892190","70253.81957773512","35050.0000000000","77750.0000000000","95140.0000000000"
"2003","Morris","58","200358.3103448276","108125.0000000000","185000.0000000000","249000.0000000000","0.7789610407931036","0.4712725640","0.5361786195","0.7211909090","118262.75862068965","77060.0000000000","113720.0000000000","145212.5000000000"
"2003","Naugatuck","122","148297.6475409836","98125.0000000000","155450.0000000000","190000.0000000000","0.6201659662213115","0.5216656838","0.5730968010","0.6509091475","88111.47540983607","58490.0000000000","91050.0000000000","109970.0000000000"
"2003","New Britain","234","120480.35897435897","98250.0000000000","126200.0000000000","146000.0000000000","0.650070790094017","0.5383425622","0.5878055555","0.6566591172","73348.33333333333","63210.0000000000","74725.0000000000","86187.5000000000"
"2003","New Canaan","393","1042764.9338422392","650000.0000000000","950000.0000000000","1350000.0000000000","0.6762354171552164","0.5342467590","0.6056296300","0.7003885290","620182.9007633588","426020.0000000000","597170.0000000000","779660.0000000000"
"2003","New Fairfield","321","300932.41744548286","199900.0000000000","286000.0000000000","385000.0000000000","0.7583733880903425","0.4387025320","0.4854263570","0.5570222220","151058.78504672897","98710.0000000000","136960.0000000000","182420.0000000000"
"2003","New Hartford","140","177179.90714285715","86875.0000000000","165000.0000000000","250000.0000000000","0.6935960260571432","0.4114373088","0.4769605555","0.5704062498","86801.21428571429","35192.5000000000","81690.0000000000","133822.5000000000"
"2003","New Haven","1898","160979.4320337197","90000.0000000000","135000.0000000000","187000.0000000000","0.782056455748156","0.4534836958","0.5399158920","0.7069126528","90675.91886195996","57260.0000000000","75390.0000000000","99662.5000000000"
"2003","New London","325","138304.32615384617","95000.0000000000","140000.0000000000","172000.0000000000","0.5372865101630768","0.3588732390","0.4212727270","0.5135488840","62263.664615384616","46270.0000000000","60060.0000000000","74480.0000000000"
"2003","New Milford","802","236334.6957605985","115000.0000000000","226500.0000000000","332250.0000000000","0.906542006249376","0.4614689658","0.5366093365","0.6066947112","123359.6259351621","56700.0000000000","117285.0000000000","175735.0000000000"
"2003","Newington","634","174430.47318611987","129000.0000000000","165000.0000000000","218000.0000000000","0.5561940865425868","0.4414403132","0.4846005520","0.5452015503","88910.64353312303","61635.0000000000","86940.0000000000","106172.5000000000"
"2003","Newtown","65","393816.6461538462","275000.0000000000","363000.0000000000","550000.0000000000","0.7519160551076923","0.5590109890","0.6170528110","0.6660000000","246105.6923076923","177100.0000000000","236920.0000000000","324990.0000000000"
"2003","Norfolk","32","132906.09375","85000.0000000000","132500.0000000000","167675.0000000000","1.7157107812812495","0.5068591900","0.5860476190","0.8190811967","82583.28125","60263.7500000000","79475.0000000000","101122.5000000000"
"2003","North Branford","233","225775.5278969957","137300.0000000000","229900.0000000000","291000.0000000000","0.7969262650901289","0.4754166670","0.5367611340","0.5868333330","116068.77253218884","71260.0000000000","120050.0000000000","140490.0000000000"
"2003","North Canaan","10","286810","91250.0000000000","159950.0000000000","257500.0000000000","1.1111672539","0.5961664810","0.9516702770","1.1467680180","281811","86280.0000000000","96585.0000000000","399710.0000000000"
"2003","North Haven","395","251164.06075949367","191750.0000000000","235000.0000000000","289900.0000000000","0.7463135119974684","0.4317743610","0.4787184470","0.5627709805","124605.69620253165","94850.0000000000","113890.0000000000","144060.0000000000"
"2003","North Stonington","133","231894.90225563908","115000.0000000000","230000.0000000000","334372.0000000000","0.5567829236917292","0.3286666670","0.4382903230","0.4955588240","99603.72932330827","41090.0000000000","96810.0000000000","135870.0000000000"
"2003","Norwalk","1470","374712.9680272109","240000.0000000000","335000.0000000000","457750.0000000000","0.5087173975707481","0.3454886365","0.3929578945","0.4453269228","152247.94081632653","94500.0000000000","135975.0000000000","191030.0000000000"
"2003","Norwich","669","134615.57997010462","85000.0000000000","133500.0000000000","166000.0000000000","0.7053922009147974","0.3585185190","0.4280000000","0.5359116020","60761.33034379671","36200.0000000000","54700.0000000000","73100.0000000000"
"2003","Old Lyme","232","261403.0344827586","149875.0000000000","249450.0000000000","350000.0000000000","0.769130269672414","0.3694964750","0.4665445500","0.5885969502","122485.94827586207","79000.0000000000","104350.0000000000","159425.0000000000"
"2003","Old Saybrook","217","290632.3594470046","192000.0000000000","275000.0000000000","369900.0000000000","0.6261483709400928","0.3840000000","0.4333333330","0.5357377050","130498.64516129032","91200.0000000000","117000.0000000000","154300.0000000000"
"2003","Orange","270","399638.93333333335","280625.0000000000","352000.0000000000","500000.0000000000","3.1268282768703717","0.4184598013","0.4653314085","0.5263458498","178979.4037037037","132900.0000000000","152100.0000000000","179825.0000000000"
"2003","Oxford","293","276266.07167235494","130000.0000000000","280000.0000000000","400000.0000000000","1.1404627385767905","0.3825000000","0.4751908400","0.5632931030","119886.96245733788","60200.0000000000","109400.0000000000","179630.0000000000"
"2003","Plainfield","55","150012.54545454544","95000.0000000000","142500.0000000000","171500.0000000000","0.6346114653454545","0.5008819995","0.5433513510","0.6542635975","94184.36363636363","70605.0000000000","80430.0000000000","104160.0000000000"
"2003","Plainville","381","152046.1154855643","100000.0000000000","142000.0000000000","190000.0000000000","0.565972266034121","0.4370909090","0.4856382980","0.5547297300","74568.58267716535","48900.0000000000","70590.0000000000","89840.0000000000"
"2003","Plymouth","258","149862.1511627907","105000.0000000000","145500.0000000000","185000.0000000000","0.8632232003565895","0.4843107968","0.5473607955","0.6627616660","84704.57364341085","57290.0000000000","84260.0000000000","100652.5000000000"
"2003","Pomfret","85","154111.11764705883","50000.0000000000","145000.0000000000","209000.0000000000","1.2321722850823527","0.2875000000","0.4815509690","0.6000000000","70496.58823529411","27000.0000000000","69690.0000000000","101870.0000000000"
"2003","Portland","177","197171.98305084746","143900.0000000000","195100.0000000000","260000.0000000000","0.6375159147740111","0.4202101050","0.5051851850","0.5793515360","90879.81920903955","64470.0000000000","91910.0000000000","123900.0000000000"
"2003","Preston","12","113808.33333333333","45800.0000000000","50950.0000000000","224500.0000000000","20.629121002833333","0.5648863635","17.9225000000","40.2032619025","914158.3333333334","116650.0000000000","181050.0000000000","2022200.0000000000"
"2003","Prospect","150","184415.26","91175.0000000000","185000.0000000000","265000.0000000000","1.0336541489133326","0.4270682840","0.4875076230","0.6010353845","94017.76666666666","51977.5000000000","92895.0000000000","125235.0000000000"
"2003","Putnam","158","138309.49367088606","105000.0000000000","134450.0000000000","172625.0000000000","0.5274141013987338","0.3560223268","0.4097244095","0.4953333332","61658.22784810127","50000.0000000000","59000.0000000000","73750.0000000000"
"2003","Redding","23","679923.9565217391","370000.0000000000","675000.0000000000","950000.0000000000","0.7120600303913044","0.5006267590","0.5847966100","0.7524918665","419367.82608695654","254695.0000000000","366170.0000000000","554400.0000000000"
"2003","Ridgefield","58","530157.3965517242","268750.0000000000","435000.0000000000","722500.0000000000","1.2580534884310344","0.5055590890","0.5451961345","0.6291418478","302973.8965517241","166802.5000000000","275570.0000000000","371862.5000000000"
"2003","Rocky Hill","353","188320.28895184136","115000.0000000000","165000.0000000000","227500.0000000000","0.683782153535411","0.3810126580","0.4521197980","0.5340212630","89599.60339943343","52500.0000000000","75970.0000000000","99960.0000000000"
"2003","Roxbury","10","504917.5","117500.0000000000","345000.0000000000","884381.2500000000","1.1234756769999998","0.5452936365","0.6247366300","0.7660675590","284677","100462.5000000000","246700.0000000000","466077.5000000000"
"2003","Salem","135","174271.31851851853","66500.0000000000","167000.0000000000","258450.0000000000","0.9159588826000002","0.4417126625","0.5486308490","0.6366000000","101644","35545.0000000000","106510.0000000000","146450.0000000000"
"2003","Salisbury","100","366836.7","154500.0000000000","282000.0000000000","395250.0000000000","1.3247262744699997","0.4377339542","0.5280806895","0.7899204505","200991.3","101130.0000000000","153095.0000000000","256090.0000000000"
"2003","Scotland","27","117180.14814814815","39750.0000000000","128500.0000000000","174950.0000000000","0.44144607644444445","0.3439184400","0.5158977210","0.5958333335","49315.92592592593","18360.0000000000","30010.0000000000","85215.0000000000"
"2003","Seymour","370","203803.0972972973","102500.0000000000","171050.0000000000","280000.0000000000","0.8972596591432436","0.4927608698","0.5545599860","0.6460361512","110798.97297297297","71750.0000000000","100135.0000000000","136062.5000000000"
"2003","Sharon","63","211446.46031746033","97500.0000000000","165000.0000000000","279000.0000000000","1.036742808888889","0.3663083335","0.4880000000","0.6375939850","107906.3492063492","51400.0000000000","92700.0000000000","150600.0000000000"
"2003","Shelton","945","288267.92804232804","189900.0000000000","275000.0000000000","375000.0000000000","0.6238796087968259","0.4400314470","0.4915789470","0.5613246600","142226.57142857142","89530.0000000000","128590.0000000000","183120.0000000000"
"2003","Sherman","80","338478.5","244750.0000000000","342500.0000000000","432500.0000000000","0.8239339850874998","0.3622785387","0.4344295455","0.5369015835","149429.875","107677.5000000000","141120.0000000000","195790.0000000000"
"2003","Simsbury","126","281303.78571428574","180125.0000000000","267500.0000000000","354125.0000000000","0.6733648163888889","0.5130435532","0.5824954685","0.6498098622","170727.6984126984","113530.0000000000","156240.0000000000","202440.0000000000"
"2003","Somers","171","201586.56140350876","130000.0000000000","200000.0000000000","274450.0000000000","0.520557417467836","0.4199031530","0.4675555560","0.5518619050","94390.23391812865","59945.0000000000","94700.0000000000","124520.0000000000"
"2003","South Windsor","60","232723.2","169900.0000000000","196000.0000000000","280962.0000000000","0.7798196552000002","0.5271857618","0.6050550345","0.6364345482","122397.33333333333","73902.5000000000","116015.0000000000","135535.0000000000"
"2003","Southbury","87","257130.44827586206","129625.0000000000","214000.0000000000","392500.0000000000","0.9405274262873565","0.5436252085","0.6093333330","0.6664872140","150302.5287356322","84640.0000000000","132310.0000000000","201020.0000000000"
"2003","Southington","827","206212.6723095526","120619.5000000000","192000.0000000000","273500.0000000000","0.7111596459903259","0.4715420120","0.5360833330","0.6059044610","105862.64570737605","61040.0000000000","98490.0000000000","135415.0000000000"
"2003","Sprague","51","144235.23529411765","97000.0000000000","150000.0000000000","188000.0000000000","0.5475366863137255","0.4222544360","0.4921052630","0.6208928570","68886.07843137255","55290.0000000000","68900.0000000000","93310.0000000000"
"2003","Stafford","282","130009.74113475178","75000.0000000000","124200.0000000000","173250.0000000000","0.7275807384822698","0.4135702018","0.4846403475","0.5980333335","61212.73758865248","38570.0000000000","59290.0000000000","81532.5000000000"
"2003","Stamford","2659","433358.6848439263","215000.0000000000","370000.0000000000","540000.0000000000","0.6360642772331697","0.3393291665","0.3824124510","0.4309351770","184114.83001128244","86415.0000000000","148050.0000000000","220990.0000000000"
"2003","Sterling","14","96178.57142857143","30000.0000000000","66950.0000000000","129550.0000000000","0.5487042068571428","0.3270974025","0.4684220780","0.7354456522","29009.285714285714","16482.5000000000","23180.0000000000","30025.0000000000"
"2003","Stonington","86","294221.8604651163","183153.7500000000","265000.0000000000","368625.0000000000","1.0064978490116276","0.4308113530","0.5240838205","0.6085776490","169994.41860465117","99700.0000000000","128000.0000000000","211400.0000000000"
"2003","Stratford","1144","217511.1188811189","165000.0000000000","222000.0000000000","272250.0000000000","1.450025881573428","0.4297253975","0.4747213620","0.5390025508","142875.45454545456","85527.5000000000","107050.0000000000","129787.5000000000"
"2003","Suffield","229","237926.00436681224","131000.0000000000","205000.0000000000","315000.0000000000","0.5966055536812228","0.4200000000","0.4867868850","0.5470769230","112063.53711790394","63350.0000000000","103040.0000000000","145250.0000000000"
"2003","Thomaston","172","152620.98837209304","87000.0000000000","127500.0000000000","195000.0000000000","0.5444996933255816","0.3975363635","0.4604239745","0.5607871850","74775.05813953489","37072.5000000000","69945.0000000000","102917.5000000000"
"2003","Thompson","197","139934.00507614214","78000.0000000000","140000.0000000000","187500.0000000000","0.5910006746091371","0.3856476080","0.4432432430","0.5800000000","64622.84263959391","44000.0000000000","63300.0000000000","80500.0000000000"
"2003","Tolland","375","215442.26133333333","131000.0000000000","205500.0000000000","301533.0000000000","0.6145562727200005","0.4610876580","0.5300487800","0.6018581295","105114.02666666667","60285.0000000000","99600.0000000000","136190.0000000000"
"2003","Torrington","794","128527.9508816121","85250.0000000000","126000.0000000000","162975.0000000000","0.6031687407733004","0.4107128295","0.4787422005","0.5648716920","59333.14861460957","42700.0000000000","59100.0000000000","74575.0000000000"
"2003","Trumbull","648","387933.4490740741","300000.0000000000","365000.0000000000","450000.0000000000","0.5634328870401232","0.4596413432","0.5005862725","0.5510368092","196549.92901234567","149585.0000000000","181605.0000000000","223945.0000000000"
"2003","Union","19","130409.36842105263","48333.0000000000","140000.0000000000","186000.0000000000","0.6209006773684211","0.4551564865","0.5653222610","0.6573465045","66878.42105263157","38330.0000000000","58950.0000000000","90495.0000000000"
"2003","Vernon","593","153539.35750421585","95000.0000000000","144000.0000000000","202300.0000000000","0.5780925174080948","0.4511612900","0.5104677060","0.5746589500","73436.49409780775","36600.0000000000","70490.0000000000","96420.0000000000"
"2003","Voluntown","84","138775.0357142857","70000.0000000000","143750.0000000000","178475.0000000000","0.5849569652380955","0.3820411678","0.4845259260","0.5540856030","66740.95238095238","41072.5000000000","68110.0000000000","87010.0000000000"
"2003","Wallingford","968","196788.19524793388","135000.0000000000","188000.0000000000","245000.0000000000","0.5769514174442151","0.4743813135","0.5374400695","0.5981925632","100688.69834710743","71000.0000000000","98100.0000000000","125725.0000000000"
"2003","Warren","19","205415.7894736842","94500.0000000000","200000.0000000000","300000.0000000000","0.5074883564736842","0.3604910215","0.5461276600","0.6292509255","95932.94736842105","38550.0000000000","83740.0000000000","139491.5000000000"
"2003","Washington","82","530529.2195121951","270625.0000000000","401000.0000000000","755625.0000000000","0.511987400817073","0.3431193898","0.4415842520","0.5470817308","210864.5975609756","114492.5000000000","158260.0000000000","265267.5000000000"
"2003","Waterbury","698","102845.85816618911","70000.0000000000","105000.0000000000","132375.0000000000","0.849128976031518","0.5468545825","0.6154056695","0.7020528845","64953.16618911175","52412.5000000000","66150.0000000000","80132.5000000000"
"2003","Waterford","130","214813.86153846153","150250.0000000000","187900.0000000000","245000.0000000000","0.6569976983384614","0.5131864938","0.5688054375","0.6330064105","120762.15384615384","93177.5000000000","109535.0000000000","136382.5000000000"
"2003","Watertown","337","190689.0830860534","134000.0000000000","175000.0000000000","241500.0000000000","0.7863252688664694","0.4260784310","0.4767346940","0.5599066040","91176.52818991098","67590.0000000000","84350.0000000000","110320.0000000000"
"2003","West Hartford","1435","262859.63832752616","170000.0000000000","240000.0000000000","320000.0000000000","0.5835631061121946","0.3899552240","0.4376897690","0.4937448530","118277.71080139372","79215.0000000000","105570.0000000000","136065.0000000000"
"2003","West Haven","1058","150085.74858223062","105000.0000000000","152000.0000000000","187000.0000000000","0.621368818859168","0.4109206708","0.4627000000","0.5520137388","72617.28355387524","56490.0000000000","70700.0000000000","85662.5000000000"
"2003","Westbrook","203","231562.62561576354","90000.0000000000","220000.0000000000","339750.0000000000","1.5400647506995078","0.4425939395","0.5219443000","0.6198910655","124124.4827586207","64820.0000000000","122400.0000000000","169710.0000000000"
"2003","Weston","191","772040.9057591623","525000.0000000000","735000.0000000000","950000.0000000000","0.7243871423507847","0.4456816050","0.5043916080","0.5857954935","393649.79057591624","292145.0000000000","380450.0000000000","475720.0000000000"
"2003","Westport","630","996880.5444444445","606250.0000000000","830000.0000000000","1200000.0000000000","0.536802948419047","0.3837800100","0.4591652175","0.5342569927","441446.7047619048","264675.0000000000","363400.0000000000","515825.0000000000"
"2003","Wethersfield","410","183191.82926829267","145000.0000000000","175000.0000000000","229675.0000000000","0.5484521114878047","0.4221083172","0.4642898215","0.5109715285","89167.90243902439","72600.0000000000","85750.0000000000","104925.0000000000"
"2003","Willington","83","150912.02409638555","65000.0000000000","148000.0000000000","227450.0000000000","0.5852615225421686","0.4567669965","0.5245116280","0.6484692310","75711.56626506025","36400.0000000000","80500.0000000000","104450.0000000000"
"2003","Wilton","81","637921.975308642","462500.0000000000","615000.0000000000","793000.0000000000","0.6200492585679014","0.5316645650","0.5943000000","0.6485769230","359424.93827160494","277830.0000000000","353430.0000000000","456890.0000000000"
"2003","Winchester","95","123804.21052631579","74000.0000000000","129900.0000000000","159700.0000000000","0.9648043728947368","0.5492125725","0.6095185190","0.7938043740","80394.95789473684","57225.0000000000","79380.0000000000","100170.0000000000"
"2003","Windham","413","103163.28571428571","60000.0000000000","110000.0000000000","138000.0000000000","0.7432923978813563","0.4758552630","0.5558823530","0.6668531470","57724.334140435836","36500.0000000000","61940.0000000000","75730.0000000000"
"2003","Windsor","465","182448.41075268819","139000.0000000000","173000.0000000000","220000.0000000000","0.6375206004172048","0.4572452830","0.4973500000","0.5426356590","91041.97849462366","66990.0000000000","85190.0000000000","107870.0000000000"
"2003","Windsor Locks","203","149049.42857142858","93950.0000000000","142000.0000000000","179950.0000000000","0.663392044004926","0.4355272155","0.4816993460","0.5523464245","79596.55172413793","46950.0000000000","72800.0000000000","84050.0000000000"
"2003","Wolcott","361","174465.63711911358","105000.0000000000","166000.0000000000","227000.0000000000","0.6823325104709143","0.4559545450","0.5476666670","0.6776595740","94909.20221606648","61800.0000000000","88550.0000000000","122640.0000000000"
"2003","Woodbridge","204","426054.46078431373","259100.0000000000","375000.0000000000","504000.0000000000","0.6750292730343139","0.4601488888","0.5202743830","0.6020830475","211871.1274509804","127277.5000000000","198520.0000000000","248517.5000000000"
"2003","Woodbury","230","247550.1739130435","140475.0000000000","190750.0000000000","360750.0000000000","0.5330726057260868","0.3410256410","0.4062630375","0.5065909090","104687.91304347826","50785.0000000000","68570.0000000000","147720.0000000000"
"2003","Woodstock","236","142812.2372881356","53500.0000000000","132200.0000000000","219225.0000000000","0.5739874222711864","0.3587117795","0.4650222225","0.5919966775","68790.95338983051","17885.0000000000","70135.0000000000","106942.5000000000"
"2004","Andover","65","173737.78461538462","100000.0000000000","169900.0000000000","220000.0000000000","0.5531611800615385","0.4231707320","0.4752380950","0.5211320750","80040","50800.0000000000","74600.0000000000","104500.0000000000"
"2004","Ansonia","367","213528.7438692098","170000.0000000000","216300.0000000000","253250.0000000000","0.529508596264305","0.4413333335","0.5068027210","0.5794177615","104516.02179836512","87200.0000000000","104200.0000000000","122250.0000000000"
"2004","Ashford","127","155552.7716535433","71700.0000000000","143000.0000000000","215050.0000000000","0.7113676431732286","0.4786349070","0.5864369090","0.6715737870","85657.95275590551","33055.0000000000","80720.0000000000","116185.0000000000"
"2004","Avon","146","438497.6095890411","239925.0000000000","376000.0000000000","577500.0000000000","0.6021345493972601","0.5366200590","0.5909989300","0.6326650602","244124.5890410959","133932.5000000000","222105.0000000000","322267.5000000000"
"2004","Barkhamsted","18","153949.11111111112","87276.2500000000","171250.0000000000","199250.0000000000","1.1414120806666666","0.5798348485","0.7188576840","0.8362860045","114951.66666666667","77877.5000000000","133210.0000000000","143737.5000000000"
"2004","Beacon Falls","153","257745.3202614379","168000.0000000000","245000.0000000000","365000.0000000000","0.4483094329607844","0.2565333330","0.4303921570","0.5171505380","86579.08496732026","37730.0000000000","84000.0000000000","115800.0000000000"
"2004","Berlin","427","241959.92037470726","158000.0000000000","231000.0000000000","294012.5000000000","1.0257248414238873","0.4917901550","0.5568261380","0.6710550230","134187.65807962528","95050.0000000000","119100.0000000000","153700.0000000000"
"2004","Bethany","23","323316.3043478261","185000.0000000000","315000.0000000000","434137.5000000000","0.46711792152173925","0.2454707790","0.5526285710","0.6016615270","216922.1739130435","184860.0000000000","217620.0000000000","278100.0000000000"
"2004","Bethel","471","314300.1295116773","240000.0000000000","322500.0000000000","389900.0000000000","0.6638898679936309","0.4823007270","0.5285449740","0.5807651255","167774.7770700637","131580.0000000000","165980.0000000000","203265.0000000000"
"2004","Bethlehem","15","265726.6666666667","158750.0000000000","255000.0000000000","290200.0000000000","0.6190585063333334","0.4867778070","0.5830925740","0.6910259920","148127.46666666667","98161.0000000000","141390.0000000000","179370.0000000000"
"2004","Bloomfield","389","220122.2467866324","134000.0000000000","192500.0000000000","280498.0000000000","0.5757533931259639","0.3384615380","0.4026934100","0.4610396480","78072.52185089975","41300.0000000000","69480.0000000000","94630.0000000000"
"2004","Bolton","30","274910","197750.0000000000","248500.0000000000","367000.0000000000","0.6509004472333332","0.5622336378","0.6109480410","0.6849903848","171139.33333333334","124055.0000000000","152540.0000000000","205620.0000000000"
"2004","Bozrah","34","167052.20588235295","138000.0000000000","173000.0000000000","194500.0000000000","0.5493219164705883","0.4527142855","0.5111897435","0.5527612578","83611.76470588235","77402.5000000000","87345.0000000000","99740.0000000000"
"2004","Branford","643","235486.87091757386","153000.0000000000","203000.0000000000","294725.0000000000","0.6826914077060657","0.4730652175","0.5288000000","0.6033601975","129260.66874027994","83150.0000000000","114800.0000000000","158200.0000000000"
"2004","Bridgeport","967","192663.9689762151","125000.0000000000","193000.0000000000","260000.0000000000","5.216256237100312","0.4675773525","0.5328708130","0.6358772390","170206.2967942089","77683.0000000000","110530.0000000000","136010.0000000000"
"2004","Bridgewater","8","513218.75","341250.0000000000","515000.0000000000","698375.0000000000","0.51180890375","0.4337144885","0.4889942280","0.5136996755","247000","150000.0000000000","233500.0000000000","312500.0000000000"
"2004","Bristol","1545","170029.3779935275","119000.0000000000","159000.0000000000","210000.0000000000","6.800667660462129","0.4741428570","0.5217475730","0.5854482760","88638.66925566344","60420.0000000000","82710.0000000000","107520.0000000000"
"2004","Brookfield","450","393906.7622222222","220000.0000000000","349200.0000000000","525852.0000000000","0.564888621011111","0.4421770832","0.5043986620","0.5577982465","193379.7111111111","96460.0000000000","166295.0000000000","257820.0000000000"
"2004","Brooklyn","152","162709.86842105264","79800.0000000000","167500.0000000000","229250.0000000000","0.4727829114276318","0.3250684525","0.4259687340","0.4897154128","66627.76315789473","20917.5000000000","71430.0000000000","93910.0000000000"
"2004","Burlington","47","288474.25531914894","150000.0000000000","235000.0000000000","394000.0000000000","0.7273219361063831","0.5674498715","0.6148538010","0.6947836540","162328.29787234042","88165.0000000000","145320.0000000000","229110.0000000000"
"2004","Canaan","26","243240.38461538462","126875.0000000000","215000.0000000000","368000.0000000000","0.4597124882307692","0.3597718000","0.4486662415","0.5808896757","101576.92307692308","60425.0000000000","89600.0000000000","144500.0000000000"
"2004","Canterbury","89","174417.65168539327","110000.0000000000","171500.0000000000","210000.0000000000","0.44230960620224713","0.3583333330","0.4124074070","0.4740983610","67865.32584269663","24500.0000000000","75100.0000000000","89080.0000000000"
"2004","Canton","72","289561.9583333333","172500.0000000000","265562.5000000000","360458.7500000000","0.7016619795555556","0.3420846470","0.5395947895","0.6033543755","133020.69444444444","87500.0000000000","132245.0000000000","161420.0000000000"
"2004","Chaplin","12","161858.33333333334","68250.0000000000","132500.0000000000","244900.0000000000","0.6208558231666667","0.4993344155","0.5668324550","0.6413750000","78083.33333333333","29125.0000000000","55200.0000000000","103550.0000000000"
"2004","Cheshire","141","311091.3546099291","190000.0000000000","305000.0000000000","390000.0000000000","0.812434516624114","0.5613367610","0.6105783130","0.6505865100","193812.695035461","129630.0000000000","189210.0000000000","230310.0000000000"
"2004","Chester","23","263358.6956521739","143750.0000000000","250000.0000000000","351250.0000000000","0.7259116118695651","0.5062161255","0.6307692310","0.7731574075","170895.65217391305","138950.0000000000","157000.0000000000","202050.0000000000"
"2004","Clinton","426","255648.5821596244","150000.0000000000","245500.0000000000","330000.0000000000","0.4932835900798118","0.3593847242","0.4073385320","0.4675030630","105157.74647887323","62675.0000000000","96950.0000000000","134500.0000000000"
"2004","Colchester","391","221133.69309462915","139500.0000000000","220500.0000000000","295054.0000000000","0.5751892947212278","0.4353063885","0.4970666670","0.5458854165","101784.09207161126","51600.0000000000","99500.0000000000","141950.0000000000"
"2004","Colebrook","39","179641.02564102566","75000.0000000000","179900.0000000000","260000.0000000000","0.46053736946153845","0.3479221390","0.4063583820","0.5033331015","81312.82051282052","31850.0000000000","79100.0000000000","116250.0000000000"
"2004","Columbia","176","185310.11363636365","98750.0000000000","189000.0000000000","256250.0000000000","0.9016698528636361","0.4383623465","0.4954381280","0.5729014620","90692.95454545454","62400.0000000000","92500.0000000000","114325.0000000000"
"2004","Cornwall","44","230714.63636363635","69250.0000000000","165000.0000000000","321250.0000000000","0.8935455297954544","0.3311815602","0.5131249870","0.7536674245","95097.5","46685.0000000000","78690.0000000000","135140.0000000000"
"2004","Coventry","253","177494.87747035574","117500.0000000000","172000.0000000000","240000.0000000000","0.5378511583517787","0.4265000000","0.4837179490","0.5531428570","82060.47826086957","51030.0000000000","77070.0000000000","105140.0000000000"
"2004","Cromwell","488","219453.36475409835","119875.0000000000","168000.0000000000","268125.0000000000","0.6478668754159836","0.5099764150","0.5693856460","0.6274997008","120036.10655737705","66947.5000000000","98955.0000000000","145322.5000000000"
"2004","Danbury","2030","312169.2571428571","200000.0000000000","287500.0000000000","379983.2500000000","0.7345017445866995","0.4515309870","0.5049176790","0.5729705460","157264.0344827586","95800.0000000000","140950.0000000000","190475.0000000000"
"2004","Darien","95","1166665.2105263157","657500.0000000000","1000000.0000000000","1572500.0000000000","0.6650447084105263","0.4922008600","0.5823434340","0.6629882610","668313.7894736842","406875.0000000000","536970.0000000000","905140.0000000000"
"2004","Deep River","116","214107.2155172414","141750.0000000000","208560.5000000000","281412.5000000000","0.5564000124482757","0.4266457778","0.4705454170","0.5599568398","110620.5172413793","61827.5000000000","97720.0000000000","131530.0000000000"
"2004","Derby","302","188332.54966887418","145000.0000000000","184000.0000000000","229760.0000000000","0.5457670483774834","0.3746754565","0.4179444825","0.5149272727","83311.55629139073","65555.0000000000","80990.0000000000","97230.0000000000"
"2004","Durham","148","284809.4121621622","215000.0000000000","260000.0000000000","373750.0000000000","0.4921040905337839","0.3963717175","0.4542617815","0.5114412192","127410.27027027027","88060.0000000000","122815.0000000000","176277.5000000000"
"2004","East Granby","29","194175.8620689655","106500.0000000000","202500.0000000000","250000.0000000000","0.7039469663103449","0.6105769230","0.6694560670","0.7055813950","129489.6551724138","83300.0000000000","150000.0000000000","159700.0000000000"
"2004","East Haddam","261","215383.98850574714","119900.0000000000","221000.0000000000","292100.0000000000","0.495979925835249","0.4032017870","0.4917721520","0.5702719670","102389.50191570881","49070.0000000000","108300.0000000000","141380.0000000000"
"2004","East Hampton","443","201063.42663656885","101500.0000000000","189900.0000000000","284000.0000000000","0.6377509316139955","0.3540933785","0.4733834590","0.5372959885","83108.28442437924","37815.0000000000","82120.0000000000","116195.0000000000"
"2004","East Hartford","1101","145178.0881017257","111250.0000000000","149900.0000000000","184000.0000000000","0.5897499580799282","0.4484049080","0.4969142860","0.5594160580","76161.08083560399","61030.0000000000","74530.0000000000","90760.0000000000"
"2004","East Haven","727","191888.70701513067","130000.0000000000","175000.0000000000","239450.0000000000","0.8280415797744151","0.3647009730","0.4126016260","0.4695475940","80666.21733149931","56955.0000000000","77490.0000000000","99635.0000000000"
"2004","East Lyme","531","282360.91902071564","159450.0000000000","250000.0000000000","366647.5000000000","0.5691107095480227","0.3649497870","0.4530909090","0.5321162505","120111.67608286253","52955.0000000000","105490.0000000000","158025.0000000000"
"2004","East Windsor","368","160576.07336956522","86500.0000000000","148000.0000000000","206223.0000000000","0.7187476522880434","0.3413055555","0.5137231940","0.6164157378","79191.22282608696","27385.0000000000","74855.0000000000","115202.5000000000"
