"year","town","cnt_sales","avg_sale_price","sale_price_q1","median_sale_price","sale_price_q3","avg_sales_ratio","sales_ratio_q1","median_sales_ratio","sales_ratio_q3","avg_assessed_value","assessed_value_q1","median_assessed_value","assessed_value_q3"
"2001","Cromwell","116","152575.5431034483","83000.0000000000","128000.0000000000","175750.0000000000","0.7193809118362068","0.4623416775","0.5231597770","0.5947650095","84676.12068965517","47302.5000000000","71135.0000000000","97080.0000000000"
"2001","Danbury","507","197786.16568047338","118875.0000000000","187000.0000000000","255165.0000000000","0.6266031814260353","0.4417612455","0.4981545920","0.5649916595","96931.2426035503","55900.0000000000","86700.0000000000","126250.0000000000"
"2001","Darien","71","689730.985915493","427500.0000000000","590000.0000000000","931000.0000000000","0.6224049722253521","0.4953069455","0.5548000000","0.6275174520","380846.61971830984","258895.0000000000","341180.0000000000","484610.0000000000"
"2001","Derby","63","145527.82539682538","114950.0000000000","137000.0000000000","165000.0000000000","0.6540742088095239","0.5453815365","0.5866107990","0.6542025270","89248.88888888889","71190.0000000000","84000.0000000000","105245.0000000000"
"2001","Durham","40","168276.975","69750.0000000000","157950.0000000000","245000.0000000000","1.5267280456500005","0.5888233085","0.6189204110","0.9237233870","114682.25","77770.0000000000","110950.0000000000","150132.5000000000"
"2001","East Granby","41","188272.0243902439","120000.0000000000","179900.0000000000","230000.0000000000","0.5640770722439024","0.5108887580","0.5590000000","0.6118181820","104580.48780487805","63000.0000000000","86800.0000000000","135900.0000000000"
"2001","East Haddam","71","167180.50704225354","89000.0000000000","163000.0000000000","233750.0000000000","1.112298719366197","0.4069284045","0.4900666670","0.5917933730","76532.25352112677","42490.0000000000","76270.0000000000","103485.0000000000"
"2001","East Hampton","99","146751.12121212122","92000.0000000000","139600.0000000000","186950.0000000000","1.1707705752626263","0.5952012555","0.6476331360","0.7310761905","96031.0101010101","68290.0000000000","91870.0000000000","119420.0000000000"
"2001","East Haven","204","130135.33823529411","87375.0000000000","129000.0000000000","157797.5000000000","0.6529960473970586","0.5261669910","0.5907746480","0.6720800000","77117.30392156863","59632.5000000000","76135.0000000000","94155.0000000000"
"2001","East Windsor","90","130614.94444444444","45250.0000000000","116450.0000000000","194000.0000000000","1.0142160710777772","0.4560734945","0.5170833335","0.9163097700","77071.11111111111","49417.5000000000","69390.0000000000","90402.5000000000"
"2001","Eastford","8","106400","43500.0000000000","109650.0000000000","159625.0000000000","0.757990677875","0.5052289155","0.5783573790","0.7466198122","64098.75","52552.5000000000","71750.0000000000","82382.5000000000"
"2001","Easton","29","666055","469500.0000000000","639500.0000000000","860000.0000000000","0.4277882914827586","0.3901162790","0.4259375000","0.4758000000","280624.8275862069","210150.0000000000","278160.0000000000","351810.0000000000"
"2001","Ellington","90","177072.0888888889","90000.0000000000","156000.0000000000","248700.0000000000","0.6105667801333335","0.4904797982","0.5877513765","0.6460757585","89598.33333333333","44562.5000000000","85040.0000000000","120955.0000000000"
"2001","Essex","49","238368.26530612246","120000.0000000000","198000.0000000000","326042.0000000000","2.3348105889183666","0.4684615380","0.5396781610","0.7647863250","135839.5918367347","64980.0000000000","119340.0000000000","196280.0000000000"
"2001","Farmington","172","199585.6976744186","123725.0000000000","164500.0000000000","249925.0000000000","0.78193637472093","0.4744297528","0.5278376070","0.5752500000","116922.67441860466","66500.0000000000","91000.0000000000","129525.0000000000"
"2001","Franklin","17","61341.17647058824","12000.0000000000","27000.0000000000","119000.0000000000","1.4142933767647057","0.6127272730","0.7731448760","2.4391666670","46893.529411764706","29270.0000000000","29270.0000000000","65640.0000000000"
"2001","Glastonbury","236","240117.89406779662","135000.0000000000","210000.0000000000","300000.0000000000","0.5983768141016952","0.4546061255","0.4922420855","0.5524671533","122296.52542372882","70005.0000000000","109725.0000000000","148995.0000000000"
"2001","Goshen","35","143720.17142857143","35500.0000000000","95000.0000000000","203000.0000000000","1.0508430330285716","0.4597687105","0.6178064520","1.3147047950","94064.57142857143","21710.0000000000","100430.0000000000","126465.0000000000"
"2001","Granby","69","211639.01449275363","127900.0000000000","199986.0000000000","275219.0000000000","0.5701812779275361","0.4757227720","0.5166357910","0.5951228070","110111.73913043478","65940.0000000000","110320.0000000000","139440.0000000000"
"2001","Guilford","121","235030.45454545456","127000.0000000000","225000.0000000000","305000.0000000000","1.1350553551735536","0.4319500000","0.4852733120","0.5603684210","119007.92561983471","91280.0000000000","116510.0000000000","141680.0000000000"
"2001","Hamden","312","156934.77564102566","113375.0000000000","149900.0000000000","189600.0000000000","0.6599297886570513","0.5105219510","0.5669337840","0.6437628203","89162.2435897436","67480.0000000000","85225.0000000000","107765.0000000000"
"2001","Hampton","15","112822","54950.0000000000","120000.0000000000","144150.0000000000","0.4356730021333333","0.1716839360","0.5634000000","0.6022474745","57022","12520.0000000000","62920.0000000000","78360.0000000000"
"2001","Hartford","258","98830.15891472869","43541.7500000000","95000.0000000000","130000.0000000000","1.1297596025155032","0.4564000000","0.5556173015","0.8026136362","66733.56589147287","39182.5000000000","55545.0000000000","76107.5000000000"
"2001","Hartland","10","156303.9","90500.0000000000","175400.0000000000","197625.0000000000","0.5950681190000001","0.5639100000","0.5944198880","0.6358024480","87398","55842.5000000000","101640.0000000000","112657.5000000000"
"2001","Harwinton","23","157752.1739130435","101000.0000000000","161000.0000000000","178000.0000000000","0.6283997764347825","0.5416029900","0.6235869570","0.7064935065","94524.78260869565","67275.0000000000","93330.0000000000","108030.0000000000"
"2001","Kent","21","217338.80952380953","97900.0000000000","210000.0000000000","310000.0000000000","1.621093099809524","0.2897142860","0.5044705880","0.5966666670","83409.52380952382","38000.0000000000","64700.0000000000","125100.0000000000"
"2001","Killingly","108","84450.94444444444","25750.0000000000","84450.0000000000","132000.0000000000","0.6883655890000002","0.4454072385","0.5423820125","0.7686219350","43609.99074074074","17525.0000000000","42080.0000000000","62687.5000000000"
"2001","Lebanon","48","115407.125","40750.0000000000","112921.0000000000","179875.0000000000","0.8737764179583336","0.4813972640","0.5760403490","0.6839516950","68960.41666666667","31917.5000000000","70955.0000000000","100100.0000000000"
"2001","Litchfield","51","175286.13725490196","100000.0000000000","155000.0000000000","240000.0000000000","0.6446100316274511","0.4170329985","0.5032000000","0.5867722070","86347.60784313726","46355.0000000000","92550.0000000000","120895.0000000000"
"2001","Lyme","15","300786.6666666667","132900.0000000000","250000.0000000000","392750.0000000000","0.6522958175333333","0.4851944445","0.5964677220","0.6868240095","164230","99900.0000000000","125100.0000000000","230550.0000000000"
"2001","Madison","84","324850.15476190473","230000.0000000000","310000.0000000000","410500.0000000000","0.49975920980952404","0.4240992475","0.4881073775","0.5347089945","151017.85714285713","113325.0000000000","146100.0000000000","187625.0000000000"
"2001","Manchester","305","154036.72459016394","100000.0000000000","129000.0000000000","184900.0000000000","0.6388043165639343","0.5414680650","0.5992000000","0.6654158850","89926.16393442624","61000.0000000000","77600.0000000000","100100.0000000000"
"2001","Mansfield","59","117577.84745762713","52000.0000000000","120000.0000000000","176450.0000000000","0.757719191135593","0.5437009805","0.6413750000","0.7215138835","70660.84745762713","32200.0000000000","74130.0000000000","97615.0000000000"
"2001","Middletown","230","121892.88695652173","77875.0000000000","106000.0000000000","160000.0000000000","0.7286474438521735","0.4485314295","0.5083109235","0.6045793130","69072.95652173914","41160.0000000000","63275.0000000000","93697.5000000000"
"2001","Milford","315","223790.66666666666","142400.0000000000","190000.0000000000","305000.0000000000","1.0855486065206341","0.4858796275","0.5424631580","0.6126458480","127039.61904761905","86800.0000000000","110460.0000000000","159460.0000000000"
"2001","Monroe","103","301055.76699029125","216000.0000000000","282000.0000000000","396950.0000000000","0.7032336793786408","0.4757211745","0.5146842110","0.5687682925","161759.3203883495","116340.0000000000","156100.0000000000","206570.0000000000"
"2001","Morris","17","161747.0588235294","90000.0000000000","179900.0000000000","218000.0000000000","0.7357683578235295","0.5549687500","0.6904128440","0.7785714290","112421.17647058824","76300.0000000000","93600.0000000000","150510.0000000000"
"2001","Naugatuck","169","115980.49704142012","74000.0000000000","121000.0000000000","149900.0000000000","1.3163095077159765","0.5482229970","0.5969780220","0.6863043480","72562.88165680473","47750.0000000000","76210.0000000000","88800.0000000000"
"2001","New Britain","271","95532.10701107011","65000.0000000000","95000.0000000000","121750.0000000000","0.703619453929889","0.4915224175","0.5623333330","0.7103636365","56291.549815498154","42970.0000000000","54200.0000000000","68585.0000000000"
"2001","New Fairfield","66","256622.95454545456","152062.5000000000","227500.0000000000","324425.0000000000","0.6692318223030301","0.5305675368","0.6047600845","0.6762321072","149508.0303030303","94125.0000000000","133530.0000000000","171197.5000000000"
"2001","New Hartford","37","128610.81081081081","65000.0000000000","119000.0000000000","160000.0000000000","0.6833857088378377","0.5040441180","0.5466117800","0.7181481480","79720.54054054055","38500.0000000000","77560.0000000000","96950.0000000000"
"2001","New London","121","101707.84297520661","63333.0000000000","92000.0000000000","135000.0000000000","0.773715343140496","0.4632989690","0.5787500000","0.8334117650","62600.82644628099","33460.0000000000","54810.0000000000","74270.0000000000"
"2001","Newington","189","153626.97354497353","115000.0000000000","145000.0000000000","190000.0000000000","0.5746869408148148","0.5183146070","0.5773553720","0.6289603960","85421.79894179894","59010.0000000000","87360.0000000000","106400.0000000000"
"2001","Newtown","156","354582.9166666667","212375.0000000000","297000.0000000000","487000.0000000000","0.4779651857692309","0.4011580700","0.4685818675","0.5137015482","149875.4871794872","80312.5000000000","124895.0000000000","209515.0000000000"
"2001","Norfolk","15","150993.33333333334","107500.0000000000","128000.0000000000","171500.0000000000","0.4754851764","0.3562902095","0.5932800000","0.6277095890","66534.66666666667","34115.0000000000","74160.0000000000","86695.0000000000"
"2001","North Canaan","14","108771.42857142857","71250.0000000000","114250.0000000000","145500.0000000000","1.0016829152142859","0.5158999998","0.6069501800","0.7606999998","76714.28571428571","55280.0000000000","73875.0000000000","101207.5000000000"
"2001","North Haven","119","217346.6050420168","132000.0000000000","174000.0000000000","245250.0000000000","1.219733408815126","0.5344429665","0.5838728320","0.6956908600","133804.11764705883","92610.0000000000","107030.0000000000","143430.0000000000"
"2001","North Stonington","34","138835.85294117648","60250.0000000000","125000.0000000000","217250.0000000000","1.3180041341764706","0.4734819475","0.5690798445","0.6375581395","79013.82352941176","35052.5000000000","75810.0000000000","117495.0000000000"
"2001","Norwalk","410","312996.06097560975","197500.0000000000","291000.0000000000","390875.0000000000","0.7490343110536587","0.4181455682","0.4724592820","0.5354009790","157415.28292682927","98035.0000000000","137795.0000000000","197382.5000000000"
"2001","Norwich","250","93603.276","58500.0000000000","97000.0000000000","127300.0000000000","0.7815289189559997","0.4646106795","0.5528158980","0.6990122375","53776.8","36900.0000000000","52500.0000000000","66275.0000000000"
"2001","Old Lyme","63","243318.25396825396","117750.0000000000","205000.0000000000","293750.0000000000","0.832475131063492","0.4803707520","0.5847695390","0.6891518115","136011.74603174604","85900.0000000000","118200.0000000000","155850.0000000000"
"2001","Old Saybrook","50","203462","128750.0000000000","227950.0000000000","268750.0000000000","0.8586917508600003","0.4824830255","0.5454365075","0.6862006577","118178","84725.0000000000","111100.0000000000","141050.0000000000"
"2001","Orange","59","340188.9830508475","211500.0000000000","277500.0000000000","326000.0000000000","0.6576104930508474","0.5272213835","0.5916864610","0.6674690565","205923.7288135593","146150.0000000000","156100.0000000000","171800.0000000000"
"2001","Oxford","58","226704.3103448276","103487.5000000000","250000.0000000000","321250.0000000000","2.591674830896551","0.4966043032","0.5477197385","0.6278093220","139557.93103448275","97912.5000000000","134380.0000000000","183805.0000000000"
"2001","Plainfield","92","102433.31521739131","68285.0000000000","114200.0000000000","138712.5000000000","1.2097632307173913","0.4494510440","0.5310299245","0.6411573170","53189.891304347824","26825.0000000000","59200.0000000000","73800.0000000000"
"2001","Plainville","84","113164.48809523809","88000.0000000000","120000.0000000000","140000.0000000000","0.9520760185238094","0.5496996430","0.6011135235","0.7213333330","75408.45238095238","60115.0000000000","73545.0000000000","92360.0000000000"
"2001","Pomfret","33","106451.51515151515","40000.0000000000","72000.0000000000","162000.0000000000","1.004608498939394","0.5418181820","0.6692307690","0.8432288190","73157.87878787878","29800.0000000000","74000.0000000000","116300.0000000000"
"2001","Preston","21","121557.61904761905","52500.0000000000","120000.0000000000","160500.0000000000","0.8305098304761904","0.5559055120","0.6751633990","0.8466666670","89119.04761904762","52000.0000000000","73300.0000000000","112900.0000000000"
"2001","Prospect","38","190396.18421052632","128250.0000000000","195000.0000000000","259412.5000000000","0.5275754069736842","0.5016371393","0.5529380725","0.6494035035","87217.36842105263","51387.5000000000","92995.0000000000","114812.5000000000"
"2001","Putnam","57","107227.01754385965","73000.0000000000","106000.0000000000","135000.0000000000","0.792990232649123","0.4741379310","0.5678537050","0.7231404960","64736.84210526316","45000.0000000000","57000.0000000000","76000.0000000000"
"2001","Redding","31","516266.6451612903","327450.0000000000","505500.0000000000","661770.0000000000","0.8016771296451612","0.4299999835","0.4870642400","0.5634723230","248628.38709677418","170630.0000000000","245850.0000000000","325620.0000000000"
"2001","Ridgefield","119","446908.4117647059","310000.0000000000","415500.0000000000","580000.0000000000","1.4079870796638658","0.4215604925","0.4678285710","0.5248247600","231696.72268907563","157535.0000000000","197450.0000000000","297155.0000000000"
"2001","Rocky Hill","131","164260.76335877864","94000.0000000000","141200.0000000000","198537.5000000000","0.5962091024885494","0.4940278955","0.5388760590","0.6152908655","88525.57251908397","56000.0000000000","77000.0000000000","114895.0000000000"
"2001","Roxbury","11","273445.45454545453","144250.0000000000","217500.0000000000","380000.0000000000","0.5545855169090909","0.4535187605","0.6084597700","0.6899000000","133405.45454545456","86215.0000000000","126890.0000000000","158290.0000000000"
"2001","Salisbury","23","250591.30434782608","143500.0000000000","217500.0000000000","301750.0000000000","0.6377533377826087","0.5252120880","0.6053801170","0.7715605265","150076.52173913043","85685.0000000000","176780.0000000000","209160.0000000000"
"2001","Scotland","11","129616.09090909091","94950.0000000000","142500.0000000000","163400.0000000000","0.5561694729090909","0.5485680475","0.5781754390","0.6714469570","66923.63636363637","44410.0000000000","71720.0000000000","92690.0000000000"
"2001","Sharon","20","123600","70625.0000000000","110750.0000000000","157500.0000000000","1.0266064274499997","0.6664545458","0.8272679045","1.0237837840","94010","73075.0000000000","94150.0000000000","116150.0000000000"
"2001","Shelton","2","596500","577250.0000000000","596500.0000000000","615750.0000000000","0.691156309","0.6533025640","0.6911563090","0.7290100540","409360","400085.0000000000","409360.0000000000","418635.0000000000"
"2001","Sherman","25","169724","72000.0000000000","185000.0000000000","249100.0000000000","0.77307254204","0.4645907470","0.5815675680","0.7749430520","108203.2","56700.0000000000","110320.0000000000","149800.0000000000"
"2001","Simsbury","114","243416.6754385965","140000.0000000000","219950.0000000000","281625.0000000000","2.404798695903508","0.4613665965","0.5148822450","0.5547355988","129310.61403508772","74100.0000000000","101640.0000000000","150222.5000000000"
"2001","Somers","41","145117.46341463414","69900.0000000000","149900.0000000000","222000.0000000000","0.7928049470487806","0.4947851850","0.5435272730","0.6680000000","86634.39024390244","44100.0000000000","85900.0000000000","124530.0000000000"
"2001","South Windsor","169","159595.32544378698","94000.0000000000","149900.0000000000","195000.0000000000","0.7944693691834323","0.4997794120","0.5370253160","0.5819545450","80680.1775147929","49000.0000000000","77080.0000000000","103140.0000000000"
"2001","Southbury","141","170668.29787234042","90000.0000000000","154900.0000000000","231500.0000000000","0.6347496792411345","0.4441368080","0.4750867050","0.5680384090","86740.87234042553","49430.0000000000","80930.0000000000","114880.0000000000"
"2001","Sprague","17","104988.23529411765","70000.0000000000","113500.0000000000","127000.0000000000","0.8186389050588235","0.5082400000","0.6074356530","0.6938095240","70558.82352941176","61510.0000000000","63720.0000000000","76800.0000000000"
"2001","Stafford","71","111764.15492957746","67900.0000000000","104900.0000000000","158000.0000000000","0.925730427830986","0.5123599860","0.5817000000","0.7179014845","69481.97183098592","46340.0000000000","64050.0000000000","93870.0000000000"
"2001","Stamford","569","351474.1634446397","175000.0000000000","302500.0000000000","440000.0000000000","0.5579406530755708","0.4022439020","0.4540000000","0.5063063060","172831.28295254832","71960.0000000000","142030.0000000000","216580.0000000000"
"2001","Sterling","19","107524.21052631579","37500.0000000000","132000.0000000000","154950.0000000000","0.6435384628421051","0.4466943075","0.4846875000","0.5835718735","51560","17410.0000000000","61520.0000000000","70140.0000000000"
"2001","Stonington","110","209844.28181818183","99250.0000000000","163950.0000000000","269750.0000000000","0.4965225226636364","0.3716394388","0.4707447980","0.5492273078","88889.27272727272","51295.0000000000","79375.0000000000","120497.5000000000"
"2001","Stratford","440","112989.04545454546","0.0000000000","114120.0000000000","192625.0000000000","0.4076653532431818","0.0000000000","0.5000493935","0.6023693490","112347.45454545454","80685.0000000000","106170.0000000000","132320.0000000000"
"2001","Suffield","78","201696.85897435897","112000.0000000000","150000.0000000000","251425.0000000000","0.5612867585","0.4782394982","0.5537725445","0.6298259645","94421.41025641025","60742.5000000000","78165.0000000000","113732.5000000000"
"2001","Thomaston","74","126780.33783783784","68500.0000000000","113500.0000000000","192000.0000000000","0.9012250137432434","0.5104862402","0.5574351090","0.6481047812","78468.1081081081","48085.0000000000","76370.0000000000","108150.0000000000"
"2001","Thompson","54","94054.81481481482","42500.0000000000","89000.0000000000","133725.0000000000","0.9643251912777778","0.4944228470","0.5689177490","0.7327510245","54293.148148148146","33100.0000000000","62250.0000000000","70395.0000000000"
"2001","Tolland","78","202662.92307692306","120500.0000000000","175750.0000000000","307550.0000000000","0.6830863735256408","0.5566181725","0.6224383945","0.6720000000","119594.23076923077","77780.0000000000","109710.0000000000","168620.0000000000"
"2001","Torrington","238","113690.39915966387","75000.0000000000","108250.0000000000","145150.0000000000","0.8824766833067222","0.5024731180","0.5702944670","0.6682467535","65542.85714285714","47950.0000000000","64300.0000000000","77300.0000000000"
"2001","Trumbull","135","302082.6","250000.0000000000","294000.0000000000","359900.0000000000","0.6549107385481482","0.5528052760","0.6095529410","0.6739376310","187556.8148148148","151410.0000000000","175640.0000000000","219910.0000000000"
"2001","Union","7","36285.71428571428","4500.0000000000","14000.0000000000","56000.0000000000","0.6605267102857143","0.0085135135","0.6300000000","0.9354728295","29507.14285714286","4725.0000000000","11790.0000000000","48275.0000000000"
"2001","Vernon","130","130461.62307692308","68500.0000000000","123350.0000000000","184975.0000000000","0.675005620353846","0.5454985445","0.6001817600","0.6607148032","73784.36153846154","35806.2500000000","68835.0000000000","105230.0000000000"
"2001","Warren","14","174644.2142857143","67500.0000000000","147500.0000000000","247500.0000000000","0.29857173514285723","0.0864407610","0.3363663280","0.4608898812","57454.642857142855","7365.0000000000","43943.0000000000","79110.0000000000"
"2001","Washington","27","412200","145000.0000000000","345000.0000000000","490000.0000000000","9.537450794444446","0.4055031725","0.5222264150","0.6874500000","197258.5185185185","99255.0000000000","150160.0000000000","277595.0000000000"
"2001","Waterford","129","128348.4496124031","85000.0000000000","125000.0000000000","174750.0000000000","0.7153792914883724","0.4533458410","0.5001941750","0.6305555560","66971.62790697675","52500.0000000000","64020.0000000000","82650.0000000000"
"2001","Watertown","114","161662.20175438595","112252.7500000000","150000.0000000000","211500.0000000000","1.2010441653070176","0.5155483335","0.5777047900","0.6707321430","97451.75438596492","77052.5000000000","92045.0000000000","118710.0000000000"
"2001","West Hartford","312","196157.6891025641","134975.0000000000","180631.0000000000","242125.0000000000","0.5362278749070511","0.4738208132","0.5209457465","0.5708902380","101371.41025641025","72147.5000000000","99780.0000000000","126730.0000000000"
"2001","West Haven","287","120315.56445993032","90000.0000000000","125000.0000000000","150000.0000000000","0.713604309679443","0.5176630360","0.5786666670","0.6792083335","73540.76655052265","60130.0000000000","73920.0000000000","87675.0000000000"
"2001","Weston","48","640583.2291666666","467250.0000000000","590000.0000000000","777500.0000000000","0.6031161792291667","0.5272335527","0.6002438530","0.6463259158","366095.625","270007.5000000000","346325.0000000000","457887.5000000000"
"2001","Westport","115","630443.7478260869","397500.0000000000","565000.0000000000","792500.0000000000","1.4185471703913042","0.4925247990","0.5908235290","0.6915402300","401265.2173913043","257450.0000000000","342000.0000000000","476850.0000000000"
"2001","Wethersfield","140","169265.76428571428","128950.0000000000","164500.0000000000","205750.0000000000","0.6324133024500003","0.5049825960","0.5410864980","0.5893942088","97453.57142857143","73575.0000000000","87950.0000000000","118925.0000000000"
"2001","Willington","33","151443.48484848486","108000.0000000000","145000.0000000000","185000.0000000000","0.7968735619393942","0.5330566040","0.5736672420","0.6290193460","89612.72727272728","72240.0000000000","88200.0000000000","109900.0000000000"
"2001","Wilton","71","535982.8873239437","352000.0000000000","500000.0000000000","695000.0000000000","0.7290000691126765","0.3819524810","0.4136363640","0.4712208415","228665.35211267605","171255.0000000000","223510.0000000000","272055.0000000000"
"2001","Winchester","74","122945.87837837837","81750.0000000000","112000.0000000000","134625.0000000000","0.7572813062297298","0.5437175100","0.5936709305","0.7060024260","72625.95945945945","46960.0000000000","65670.0000000000","80217.5000000000"
"2001","Windsor","140","156409.79285714286","119975.0000000000","157000.0000000000","196086.0000000000","0.5768558224428576","0.5241834380","0.5699668970","0.6331045882","87603","68075.0000000000","84350.0000000000","107852.5000000000"
"2001","Windsor Locks","79","114177.27848101266","85950.0000000000","111000.0000000000","137750.0000000000","0.6519199021898734","0.5004672895","0.5517241380","0.6270807720","66048.10126582278","52700.0000000000","65700.0000000000","80100.0000000000"
"2001","Woodbridge","39","264453.8461538461","160000.0000000000","265000.0000000000","345000.0000000000","0.8851824432307692","0.5878995830","0.6583673470","0.7821229050","184087.4358974359","118125.0000000000","173390.0000000000","232540.0000000000"
"2001","Woodbury","69","212808.15942028986","113500.0000000000","185000.0000000000","305000.0000000000","1.1467699243623186","0.4534090910","0.5322553190","0.5936718750","120073.62318840579","57190.0000000000","119870.0000000000","173150.0000000000"
"2001","Woodstock","64","140090.96875","78750.0000000000","135500.0000000000","205500.0000000000","0.62784098428125","0.5392713030","0.6216523870","0.7035653392","81588.125","43225.0000000000","81210.0000000000","124652.5000000000"
"2002","Andover","12","232895.16666666666","208725.0000000000","232500.0000000000","275625.0000000000","0.5520607205","0.5367996322","0.5628189110","0.6005531110","125808.33333333333","115050.0000000000","123550.0000000000","140725.0000000000"
